STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2014.00
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,22.70,5.80,7.20,640.00,6.00,4.30,1450.00,4073.00,2014.00
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,19.00,4.80,7.60,1090.00,22.00,3.60,30500.00,52500.00,2014.00
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23.00,5.50,7.30,705.00,10.00,5.00,2020.00,5433.00,2014.00
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,24.00,5.10,7.40,1375.00,23.70,5.90,27333.00,50333.00,2014.00
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.70,5.50,7.40,745.00,10.00,6.10,12167.00,29333.00,2014.00
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.00,5.00,7.60,975.00,16.30,6.10,11167.00,21667.00,2014.00
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,22.00,4.90,7.70,1385.00,27.50,7.70,42500.00,72000.00,2014.00
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,24.30,5.00,7.30,1067.00,19.30,6.20,21467.00,39533.00,2014.00
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.30,5.30,7.20,970.00,13.30,5.90,3167.00,7133.00,2014.00
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,19.50,4.90,7.70,1418.00,21.00,4.20,28000.00,49500.00,2014.00
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,21.50,4.10,7.50,1015.00,23.00,6.10,35000.00,57500.00,2014.00
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,20.00,4.80,7.40,854.00,17.00,4.70,20500.00,38000.00,2014.00
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,NAN,NAN,8.20,NAN,19.80,0.00,NAN,NAN,2014.00
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,NAN,NAN,7.90,NAN,18.20,0.00,NAN,NAN,2014.00
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,32.60,4.00,6.80,370.00,3.00,0.80,4.00,9.00,2014.00
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,23.60,7.80,7.80,376.00,1.30,0.40,9.00,17.00,2014.00
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,23.90,7.70,7.70,354.00,1.30,0.30,12.00,22.00,2014.00
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,24.50,7.60,7.90,344.00,1.60,0.40,12.00,22.00,2014.00
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,NAN,NAN,7.20,NAN,88.00,0.00,NAN,NAN,2014.00
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,18.10,4.40,7.10,694.00,41.00,1.20,92.00,224.00,2014.00
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,25.10,5.90,8.00,401.00,0.90,0.70,4.00,15.00,2014.00
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,22.30,6.00,7.20,106.00,0.80,0.40,4.00,15.00,2014.00
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,23.70,5.60,7.90,326.00,1.10,0.80,4.00,4.00,2014.00
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,23.90,6.20,8.10,592.00,1.00,0.70,4.00,6.00,2014.00
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.50,7.20,7.50,119.00,2.30,3.80,33.00,74.00,2014.00
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.10,7.20,7.50,120.00,2.30,4.10,31.00,67.00,2014.00
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.20,7.50,7.30,82.00,1.80,2.80,30.00,70.00,2014.00
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,23.20,7.50,7.50,111.00,2.40,3.00,293.00,506.00,2014.00
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,20.10,5.30,3.30,831.00,7.70,3.20,18.00,36.00,2014.00
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.30,7.20,7.20,56.00,1.70,2.60,21.00,42.00,2014.00
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,19.30,7.50,7.20,66.00,1.60,2.50,22.00,44.00,2014.00
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,24.00,7.80,7.00,74.00,2.30,4.30,28.00,108.00,2014.00
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,20.50,6.70,2.70,1350.00,3.30,1.10,7.00,16.00,2014.00
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,21.20,7.30,6.60,274.00,2.50,2.40,176.00,386.00,2014.00
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,26.30,7.40,7.30,67.00,1.80,2.50,25.00,55.00,2014.00
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.50,7.20,7.40,82.00,2.00,2.80,26.00,61.00,2014.00
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.00,7.30,7.10,55.00,1.90,2.50,24.00,53.00,2014.00
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.30,7.30,7.10,57.00,2.00,2.40,24.00,50.00,2014.00
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,19.40,6.60,7.10,114.00,2.60,2.80,2142.00,3108.00,2014.00
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.00,7.30,5.60,56.00,1.80,2.10,16.00,34.00,2014.00
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,19.20,5.10,7.00,105.00,3.60,4.70,351.00,780.00,2014.00
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,18.30,7.30,7.10,51.00,1.60,2.40,19.00,40.00,2014.00
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,19.60,7.70,7.20,50.00,1.60,2.00,19.00,36.00,2014.00
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.70,7.60,7.30,115.00,2.10,3.70,301.00,528.00,2014.00
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.20,6.20,7.00,81.00,2.40,5.10,36.00,79.00,2014.00
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.80,7.20,7.10,66.00,1.90,3.40,28.00,63.00,2014.00
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.90,7.40,7.10,57.00,1.50,2.90,13.00,40.00,2014.00
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.10,7.50,7.40,144.00,1.70,3.50,26.00,59.00,2014.00
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,18.80,7.10,7.10,63.00,1.90,5.60,22.00,48.00,2014.00
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.20,7.30,7.20,65.00,1.90,3.30,24.00,48.00,2014.00
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.00,7.30,7.30,65.00,2.00,3.00,25.00,54.00,2014.00
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.50,1.50,6.90,345.00,33.90,16.90,23232.00,34251.00,2014.00
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.80,3.90,7.10,233.00,17.00,10.50,13174.00,22223.00,2014.00
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,18.30,1.00,7.20,376.00,57.20,20.30,48665.00,83554.00,2014.00
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,18.50,0.90,7.20,506.00,61.10,19.60,64250.00,106333.00,2014.00
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.20,7.20,7.00,66.00,1.90,3.70,28.00,60.00,2014.00
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.10,7.70,7.20,62.00,1.60,3.00,27.00,59.00,2014.00
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.60,7.30,6.90,61.00,2.20,2.00,25.00,52.00,2014.00
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.70,1.20,7.10,380.00,45.70,15.60,51583.00,94083.00,2014.00
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,18.70,3.20,7.10,258.00,23.50,10.30,31833.00,54083.00,2014.00
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.10,7.20,7.20,124.00,6.90,4.50,348.00,552.00,2014.00
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.60,7.20,7.10,65.00,2.10,2.40,56.00,120.00,2014.00
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.00,7.50,7.30,64.00,1.90,3.30,21.00,42.00,2014.00
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,19.90,7.60,7.30,65.00,1.90,3.80,21.00,43.00,2014.00
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.50,7.10,7.30,269.00,1.40,0.10,NAN,115.00,2014.00
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.40,7.20,7.30,275.00,1.50,0.10,4.00,68.00,2014.00
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.60,6.90,7.10,186.00,1.60,0.10,NAN,29.00,2014.00
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.50,6.80,7.10,201.00,1.40,0.20,NAN,86.00,2014.00
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.30,6.20,7.80,165.00,2.10,0.00,282.00,340.00,2014.00
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29.10,6.40,7.80,158.00,4.10,0.50,458.00,500.00,2014.00
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,26.60,6.60,7.90,210.00,4.20,1.90,510.00,572.00,2014.00
2,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",DAMAN & DIU,NAN,NAN,0.00,208.00,NAN,NAN,NAN,NAN,2013.00
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,27.10,7.30,7.90,693.00,0.50,1.00,161.00,173.00,2013.00
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",GUJARAT,27.30,5.00,7.60,1676.00,1.80,8.00,329.00,174.00,2013.00
1865,RIVER DHADAR AT KOTHADA,GUJARAT,NAN,NAN,0.00,506.00,NAN,6.00,26.00,227.00,2013.00
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,24.50,6.00,7.70,1863.00,8.60,1.00,47.00,1183.00,2013.00
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,NAN,NAN,NAN,24300.00,NAN,7.00,22474.00,24.00,2013.00
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,27.50,5.30,7.80,817.00,2.80,1.00,9.00,23.00,2013.00
1436,"BHADAR V/S JETPUR VILL. A/C OF W. WATER FROM JETPUR CITY, GUJARAT",GUJARAT,28.30,4.30,7.80,2307.00,103.80,1.23,NAN,1817.00,2013.00
1860,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.40,4.50,8.30,1287.00,1.50,11.00,116.00,5.00,2013.00
2082,TRIVENI SANGAM,GUJARAT,NAN,NAN,NAN,NAN,NAN,0.00,NAN,2.00,2013.00
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,27.60,6.80,8.20,1862.00,2.50,0.87,7.00,64.00,2013.00
3205,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,NAN,5.00,8.00,NAN,0.70,0.00,NAN,NAN,2013.00
3204,"DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE, BEFORE MEETING JAMBUVA RIVER",GUJARAT,NAN,3.00,7.70,NAN,0.40,0.00,NAN,NAN,2013.00
1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27.00,6.70,8.10,2520.00,7.20,1.00,6.00,41.00,2013.00
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29.00,8.20,8.40,606.00,2.90,0.00,NAN,NAN,2013.00
NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2013.00
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,30.00,5.60,7.50,41.00,2.00,0.08,7022.00,13410.00,2013.00
1475,ZUARI AT PANCHAWADI,GOA,30.40,5.50,6.70,209.00,0.80,0.17,1893.00,2915.00,2013.00
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,30.80,5.50,7.10,123.00,1.50,0.09,3293.00,6264.00,2013.00
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,30.30,5.30,7.30,182.00,1.50,0.08,1976.00,3080.00,2013.00
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,30.10,6.00,7.60,100.00,1.20,0.17,5129.00,6086.00,2013.00
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.90,5.70,6.90,111.00,1.00,0.14,939.00,3061.00,2013.00
3185,RIVER MANDOVI AT AMONA BRIDGE,GOA,29.10,6.40,7.10,140.00,1.10,0.10,4464.00,7908.00,2013.00
3186,RIVER MANDOVI AT IFFI JETTY,GOA,29.90,6.20,7.80,44.00,2.00,0.06,9429.00,9320.00,2013.00
3187,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA,29.80,6.10,7.60,43.00,1.80,0.06,6668.00,9554.00,2013.00
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,27.90,7.00,6.90,64.00,1.10,0.09,1641.00,2841.00,2013.00
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.20,6.60,6.50,62.00,1.00,0.14,4073.00,7190.00,2013.00
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29.60,7.00,6.80,304.00,2.00,0.49,12140.00,23867.00,2013.00
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.80,7.00,7.00,55.00,1.20,0.66,1298.00,2813.00,2013.00
3189,RIVER CHAPORA AT SIOLIM,GOA,29.50,6.30,7.60,213.00,1.50,0.06,3803.00,7069.00,2013.00
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,29.80,6.70,6.80,83.00,1.20,0.17,2140.00,3559.00,2013.00
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29.70,7.10,6.60,76.00,1.00,0.12,2367.00,3527.00,2013.00
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.70,6.70,6.60,107.00,1.30,0.22,2461.00,3757.00,2013.00
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,27.90,7.20,6.70,89.00,0.90,0.06,832.00,1996.00,2013.00
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.30,4.20,6.70,192.00,2.00,0.16,4448.00,9286.00,2013.00
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.60,6.30,6.60,79.00,1.60,0.19,2830.00,6054.00,2013.00
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.80,5.60,7.70,142.00,1.70,0.14,1831.00,3644.00,2013.00
3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28.60,2.80,6.40,424.00,3.20,0.35,12658.00,21036.00,2013.00
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,30.60,5.20,7.10,306.00,2.60,0.34,1411.00,1525.00,2013.00
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,30.30,5.60,7.70,40.00,1.50,0.07,4153.00,7130.00,2013.00
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.40,5.50,7.70,40.00,1.50,0.08,7086.00,12282.00,2013.00
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.60,6.90,6.70,63.00,0.90,0.21,691.00,1132.00,2013.00
3188,RIVER TIRACOL AT TIRACOL,GOA,29.60,6.30,7.60,227.00,1.70,0.08,3622.00,3612.00,2013.00
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,29.50,7.10,6.60,68.00,1.10,0.13,4124.00,8167.00,2013.00
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,26.70,6.90,7.70,121.00,3.30,1.00,77.00,163.00,2013.00
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.30,7.20,8.20,112.00,3.30,1.00,39.00,94.00,2013.00
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.00,6.90,7.70,103.00,3.70,0.57,48.00,103.00,2013.00
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.20,6.90,7.60,104.00,3.50,0.75,37.00,79.00,2013.00
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.50,6.40,7.40,1003.00,4.30,2.89,524.00,753.00,2013.00
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20.70,6.30,8.30,408.00,2.70,1.58,64.00,157.00,2013.00
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.20,6.70,7.80,105.00,3.60,1.00,43.00,89.00,2013.00
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,27.50,6.30,7.60,209.00,4.40,1.86,48.00,98.00,2013.00
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,26.00,5.90,7.60,13768.00,5.00,1.79,166.00,300.00,2013.00
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,26.50,7.30,7.70,86.00,3.20,1.00,50.00,93.00,2013.00
2168,MITHI RIVER,MAHARASHTRA,27.00,3.60,7.40,6487.00,30.50,1.50,534.00,745.00,2013.00
2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,27.30,6.30,8.30,999.00,3.30,1.78,4.00,112.00,2013.00
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.70,7.20,7.70,125.00,3.30,1.00,39.00,89.00,2013.00
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28.40,7.10,7.50,127.00,3.40,4.40,17.00,63.00,2013.00
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28.70,7.10,7.40,5300.00,38.00,1.00,388.00,667.00,2013.00
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.70,7.20,7.60,127.00,3.20,1.00,22.00,51.00,2013.00
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28.70,7.00,7.60,126.00,3.30,1.00,20.00,63.00,2013.00
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28.70,7.20,7.60,126.00,3.40,1.89,29.00,64.00,2013.00
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28.70,7.10,7.80,112.00,3.20,0.63,43.00,88.00,2013.00
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,29.30,6.80,7.70,9590.00,3.60,4.57,3.00,124.00,2013.00
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.30,6.80,7.40,174.00,3.70,2.26,4.00,124.00,2013.00
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,28.70,6.80,7.60,2572.00,3.30,4.22,4.00,118.00,2013.00
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.20,6.70,7.80,6030.00,4.40,4.78,4.00,138.00,2013.00
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.70,6.80,7.70,7207.00,3.90,4.25,3.00,120.00,2013.00
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.20,6.80,8.10,167.00,3.80,1.00,32.00,85.00,2013.00
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.20,6.80,8.00,173.00,3.50,1.00,53.00,98.00,2013.00
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.20,7.00,8.00,168.00,3.60,1.00,44.00,83.00,2013.00
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,28.00,6.90,7.90,131.00,3.50,0.75,41.00,96.00,2013.00
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,26.20,7.00,7.60,125.00,3.50,0.60,33.00,63.00,2013.00
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.20,7.20,7.50,132.00,3.30,0.90,38.00,88.00,2013.00
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.20,7.20,7.70,119.00,3.30,1.00,35.00,68.00,2013.00
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.50,6.90,7.50,159.00,2.80,1.00,3.00,82.00,2013.00
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,24.50,6.70,7.70,141.00,3.30,3.00,4.00,90.00,2013.00
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,24.50,7.30,7.70,132.00,2.90,2.00,3.00,88.00,2013.00
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,24.00,6.40,7.30,76.00,1.70,0.62,199.00,788.00,2013.00
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.90,6.00,7.10,85.00,1.70,0.53,262.00,538.00,2013.00
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,24.30,6.30,7.10,69.00,1.30,0.57,248.00,593.00,2013.00
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,24.80,6.50,7.30,76.00,1.60,0.55,226.00,545.00,2013.00
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.40,6.70,6.60,60.00,1.20,0.34,228.00,435.00,2013.00
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.00,7.00,6.60,3544.00,1.50,0.37,208.00,435.00,2013.00
2286,R AYROOR AT AYROOR BRIDGE,KERALA,26.60,6.70,7.30,51.00,0.80,0.35,547.00,1567.00,2013.00
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.60,6.90,7.70,107.00,0.70,0.46,255.00,443.00,2013.00
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.80,6.70,7.90,173.00,0.90,0.56,191.00,426.00,2013.00
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,28.00,5.60,6.90,126.00,1.20,0.67,266.00,990.00,2013.00
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,27.40,7.30,7.40,70.00,0.80,0.31,2984.00,4208.00,2013.00
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,27.50,6.90,7.40,12754.00,0.80,0.29,1807.00,2557.00,2013.00
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,26.80,7.10,7.40,80.00,0.60,0.50,1921.00,2831.00,2013.00
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,30.00,7.20,6.90,62.00,1.30,0.11,33.00,150.00,2013.00
1573,"CHITRAPUZHA AT IRUMPANAM, KERALA",KERALA,28.80,3.40,6.70,2965.00,2.30,1.11,271.00,1236.00,2013.00
2295,R CORAPUZHA AT KANAYANKODE,KERALA,27.40,6.10,7.20,15871.00,0.90,0.25,1667.00,2975.00,2013.00
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,24.80,6.40,7.20,120.00,1.90,0.77,258.00,618.00,2013.00
2287,R ITHIKKARA AT ITHIKKARA,KERALA,23.60,6.20,7.20,7448.00,2.00,1.01,184.00,483.00,2013.00
1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,29.80,6.60,6.90,77.00,1.60,0.29,264.00,756.00,2013.00
